boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
265,1790,3.7-m4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1
276,1815,Toothless,-8,9,1,8,0,0,0,0,0,0,1,8,0,0,1,3
276,1833,Dragonfly,-8,10,1,8,0,0,0,0,1,8,0,0,0,0,1,4
276,1876,Dragonfly 2,0,11,1,3,0,0,1,3,0,0,0,0,0,0,1,1
276,1917,Dragonfly 3,-8,11,1,8,2,13,2,13,1,8,0,0,0,0,1,7
276,1975,Dragonfly 4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
280,61,Sprint 3,-3,7,1,3,0,0,0,0,1,3,0,0,0,0,1,1
280,128,Sprint 8,-3,6,1,3,0,0,0,0,1,3,0,0,0,0,1,1
280,136,Sprint 9,0,7,1,3,0,0,0,0,0,0,0,0,1,3,1,1
280,393,5.0.x Sprint 1,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,1,1
280,412,5.0.x Sprint 2,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,1,2
280,431,5.1.x Sprint 1,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,1,1
280,449,5.1.x Sprint 2,0,14,1,3,0,0,0,0,1,3,0,0,0,0,1,2
280,580,Enterprise Sprint 15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
280,627,Enterprise Sprint 17,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1
280,667,Enterprise Sprint 18,3,14,1,3,2,6,1,3,1,3,1,3,0,0,1,1
280,776,Enterprise Sprint 19,0,14,2,6,3,9,0,0,1,3,2,6,2,6,1,5
280,807,Enterprise Sprint 20,0,14,1,3,2,6,1,3,2,6,0,0,0,0,1,3
280,827,Enterprise Sprint 21,0,14,1,3,1,3,0,0,0,0,0,0,2,6,1,3
280,843,Enterprise Sprint 22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
280,844,Enterprise Sprint 22,-3,9,0,0,2,6,0,0,2,6,0,0,0,0,1,1
280,877,Enterprise Sprint 23,-8,13,0,0,5,14,0,0,2,6,3,8,0,0,1,3
280,900,Page Banner Finale,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
280,902,Enterprise Sprint 23,0,14,4,11,0,0,1,2,0,0,1,2,2,6,1,3
